"","game_n","indicator","loc","loc_2","h_a","miles","n_veh","transp_type","co_2gas","pop_trip","co_2pcap"
"1716",17,"tf","Coffey","Invitational","Away","7.7",2,"pete","12.4432",106,0.117388679245283
"1814",18,"tf","Silfen","Invitational","Away","99",2,"pete","159.984",106,1.50928301886792
"1914",19,"tf","Coffey","Invitational","Away","7.7",2,"pete","12.4432",106,0.117388679245283
"2014",20,"tf","Collier","Invitational","Away","88.9",2,"pete","143.6624",106,1.35530566037736
"2111",21,"tf","NESCAC","Championships","Away","99.7",2,"pete","161.1152",106,15.2452830188679
"232",23,"tf","New","England","Away","91.3",2,"pete","147.5408",106,1.22114716981132
"252",25,"tf","New","England","Away","80.1",2,"pete","129.4416",106,1.22114716981132
"261",26,"tf","NEICAAA","Outdoor","Away","9.4",2,"pete","54.0552",106,15.2452830188679
"281",28,"tf","MIT","Final","Away","88.9",2,"pete","143.6624",106,1.35530566037736
"291",29,"tf","NCAA","Outdoor","Away","823",2,"plane","2000",106,15.2452830188679
"1117",1,"softball","Neutral","Bethel","M","0",1,"none","0",17,0
"223",2,"softball","Farmingdale","State","Neutral","0",1,"none","0",17,0
"319",3,"softball","North","Park","Neutral","0",1,"none","0",17,0
"417",4,"softball","Kenyon","College","Neutral","0",1,"none","0",17,0
"520",5,"softball","Hamline","University","Neutral","0",1,"none","0",17,0
"618",6,"softball","Loras","College","Neutral","0",1,"none","0",17,0
"719",7,"softball","Wheaton","College","Neutral","0",1,"none","0",17,0
"817",8,"softball","Meredith","College","Neutral","0",1,"none","0",17,0
"919",9,"softball","University","of","Neutral","0",1,"none","0",17,0
"1016",10,"softball","University","of","Neutral","0",1,"none","0",17,0
"1118",11,"softball","Union","College","Neutral","0",1,"none","0",17,0
"1216",12,"softball","Carleton","College","Neutral","0",1,"none","0",17,0
"1318",13,"softball","Worcester","Polytechnic","Away","55.5",1,"pete","44.844",17,2.63788235294118
"1417",14,"softball","Worcester","Polytechnic","Away","55.5",1,"pete","44.844",17,2.63788235294118
"1517",15,"softball","Bowdoin","College","Home","0",1,"none","0",17,0
"1617",16,"softball","Bowdoin","College","Home","0",1,"none","0",17,0
"1717",17,"softball","Tufts","University","Away","87.7",1,"pete","70.8616",17,4.16832941176471
"1815",18,"softball","Tufts","University","Away","87.7",1,"pete","70.8616",17,4.16832941176471
"1915",19,"softball","Middlebury","College","Away","85",1,"pete","68.68",17,4.04
"2015",20,"softball","Middlebury","College","Away","85",1,"pete","68.68",17,4.04
"2112",21,"softball","Springfield","College","Home","0",1,"none","0",17,0
"224",22,"softball","Springfield","College","Home","0",1,"none","0",17,0
"233",23,"softball","Trinity","College","Home","0",1,"none","0",17,0
"242",24,"softball","Trinity","College","Home","0",1,"none","0",17,0
"253",25,"softball","Bates","College","Home","0",1,"none","0",17,0
"262",26,"softball","Bates","College","Home","0",1,"none","0",17,0
"271",27,"softball","Western","New","Home","0",1,"none","0",17,0
"282",28,"softball","Western","New","Home","0",1,"none","0",17,0
"292",29,"softball","Williams","College","Away","59.8",1,"pete","48.3184",17,2.84225882352941
"301",30,"softball","Williams","College","Away","59.8",1,"pete","48.3184",17,2.84225882352941
"3110",31,"softball","Hamilton","College","Home","0",1,"none","0",17,0
"321",32,"softball","Hamilton","College","Home","0",1,"none","0",17,0
"331",33,"softball","Wesleyan","University","Away","66.9",1,"pete","54.0552",17,3.17971764705882
"341",34,"softball","Wesleyan","University","Away","66.9",1,"pete","54.0552",17,3.17971764705882
"351",35,"softball","Colby","College","Away","259",1,"pete","209.272",17,12.3101176470588
"361",36,"softball","Colby","College","Away","259",1,"pete","209.272",17,12.3101176470588
"371",37,"softball","Bates","College","Neutral","0",1,"none","0",17,0
"381",0,"softball","Florida","Spring","Away","1263",1,"plane","2788",17,0
"1119",1,"baseball","Springfield","College","Away","27.6",1,"pete","22.3008",35,0.637165714285714
"225",2,"baseball","Emerson","College","Neutral","0",1,"none","0",35,0
"320",3,"baseball","The","College","Neutral","0",1,"none","0",35,0
"418",4,"baseball","The","College","Neutral","0",1,"none","0",35,0
"521",5,"baseball","Beloit","College","Neutral","0",1,"none","0",35,0
"619",6,"baseball","SUNY","Cobleskill","Neutral","0",1,"none","0",35,0
"720",7,"baseball","SUNY","Cobleskill","Neutral","0",1,"none","0",35,0
"818",8,"baseball","Worcester","Polytechnic","Home","0",1,"none","0",35,0
"920",9,"baseball","Western","New","Away","21.2",1,"pete","17.1296",35,0.489417142857143
"1017",10,"baseball","Wheaton","College","Away","95.3",1,"pete","77.0024",35,2.20006857142857
"1120",11,"baseball","Clark","University","Home","0",1,"none","0",35,0
"1217",12,"baseball","Hamilton","College","Away","205",1,"pete","165.64",35,4.73257142857143
"1319",13,"baseball","Hamilton","College","Away","205",1,"pete","165.64",35,4.73257142857143
"1418",14,"baseball","Westfield","State","Away","29.9",1,"pete","24.1592",35,0.690262857142857
"1518",15,"baseball","Tufts","University","Home","0",1,"none","0",35,0
"1618",16,"baseball","Tufts","University","Home","0",1,"none","0",35,0
"1718",17,"baseball","Tufts","University","Home","0",1,"none","0",35,0
"1816",18,"baseball","Brandeis","University","Home","0",1,"none","0",35,0
"1916",19,"baseball","Salve","Regina","Home","0",1,"none","0",35,0
"2016",20,"baseball","Williams","College","Home","0",1,"none","0",35,0
"2113",21,"baseball","Williams","College","Away","59.8",1,"pete","48.3184",35,1.38052571428571
"226",22,"baseball","Williams","College","Away","59.8",1,"pete","48.3184",35,1.38052571428571
"234",23,"baseball","Hamilton","College","Away","205",1,"pete","165.64",35,4.73257142857143
"243",24,"baseball","Trinity","College","Away","52.4",1,"pete","42.3392",35,1.20969142857143
"254",25,"baseball","Wesleyan","University","Away","66.9",1,"pete","54.0552",35,1.54443428571429
"263",26,"baseball","Wesleyan","University","Home","0",1,"none","0",35,0
"272",27,"baseball","Wesleyan","University","Home","0",1,"none","0",35,0
"283",28,"baseball","Elms","College","Home","0",1,"none","0",35,0
"293",29,"baseball","Massachusetts","Institute","Away","88.9",1,"pete","71.8312",35,2.05232
"302",30,"baseball","Middlebury","College","Home","0",1,"none","0",35,0
"3111",31,"baseball","Middlebury","College","Home","0",1,"none","0",35,0
"322",32,"baseball","Middlebury","College","Home","0",1,"none","0",35,0
"332",33,"baseball","UMass","Boston","Home","0",1,"none","0",35,0
"342",34,"baseball","Fitchburg","State","Away","50",1,"pete","40.4",35,1.15428571428571
"352",35,"baseball","Tufts","University","Away","87.7",1,"pete","70.8616",35,2.02461714285714
"362",36,"baseball","Tufts","University","Away","87.7",1,"pete","70.8616",35,2.02461714285714
"372",37,"baseball","Tufts","University","Away","87.7",1,"pete","70.8616",35,2.02461714285714
"382",0,"baseball","Florida","Break","Away","1263",1,"plane","5740",35,0
